"IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:tt_lib,temperature=27) X","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:tt_lib,temperature=27) YRe","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:tt_lib,temperature=27) YReImag","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ss_lib,temperature=125) X","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ss_lib,temperature=125) YRe","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ss_lib,temperature=125) YReImag","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ff_lib,temperature=-40) X","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ff_lib,temperature=-40) YRe","IOUT_ac (modelFiles=c018bcd_gen2_v1d6_usage.scs:pre_simu,c018bcd_gen2_v1d6_usage.scs:ff_lib,temperature=-40) YReImag"
22.38721138568335,2.290083944700427e-08,2.301646432605571e-12,22.38721138568335,1.515034142585137e-08,2.231949107944518e-12,22.38721138568335,3.406709492281834e-08,2.374777797595012e-12
25.11886431509575,2.290083944700427e-08,2.582489772656656e-12,25.11886431509575,1.515034142585137e-08,2.504288088169221e-12,25.11886431509575,3.406709492281834e-08,2.664544513764421e-12
28.18382931264447,2.290083944700427e-08,2.89760118295968e-12,28.18382931264447,1.515034142585137e-08,2.809857449804091e-12,28.18382931264447,3.406709492281834e-08,2.989668116747428e-12
31.62277660168372,2.290083944700427e-08,3.251162000477831e-12,31.62277660168372,1.515034142585137e-08,3.152711912623412e-12,31.62277660168372,3.406709492281834e-08,3.354462799221318e-12
35.48133892335746,2.290083944700427e-08,3.647863762447109e-12,35.48133892335746,1.515034142585137e-08,3.53740094704044e-12,35.48133892335746,3.406709492281834e-08,3.763769164985156e-12
39.81071705534962,2.290083944700427e-08,4.09297046022484e-12,39.81071705534962,1.515034142585137e-08,3.969029142815425e-12,39.81071705534962,3.406709492281834e-08,4.223018460831087e-12
44.66835921509619,2.290083944700427e-08,4.592388389256528e-12,44.66835921509619,1.515034142585137e-08,4.453323943859974e-12,44.66835921509619,3.406709492281834e-08,4.738304645889236e-12
50.11872336272709,2.290083944700427e-08,5.152744522027572e-12,50.11872336272709,1.515034142585137e-08,4.996711647937447e-12,50.11872336272709,3.406709492281834e-08,5.316465254762625e-12
56.23413251903474,2.290083944700427e-08,5.781474443961332e-12,56.23413251903474,1.515034142585137e-08,5.606402679729118e-12,56.23413251903474,3.406709492281834e-08,5.965172127456721e-12
63.09573444801914,2.290083944700427e-08,6.486921019119347e-12,63.09573444801914,1.515034142585137e-08,6.290487268787833e-12,63.09573444801914,3.406709492281834e-08,6.693033210034627e-12
70.79457843841358,2.290083944700427e-08,7.278445094937568e-12,70.79457843841358,1.515034142585137e-08,7.058042801967347e-12,70.79457843841358,3.406709492281834e-08,7.509706776830694e-12
79.43282347242791,2.290083944700427e-08,8.166549714983039e-12,79.43282347242791,1.515034142585137e-08,7.919254274828627e-12,79.43282347242791,3.406709492281834e-08,8.42602958988181e-12
89.12509381337428,2.290083944700427e-08,9.163019487958666e-12,89.12509381337428,1.515034142585137e-08,8.88554944033989e-12,89.12509381337428,3.406709492281834e-08,9.454160696174055e-12
99.99999999999969,2.290083944700427e-08,1.028107696229788e-11,99.99999999999969,1.515034142585137e-08,9.969750448211183e-12,99.99999999999969,3.406709492281834e-08,1.060774277080666e-11
112.201845430196,2.290083944700427e-08,1.153555808134459e-11,112.201845430196,1.515034142585137e-08,1.11862439870247e-11,112.201845430196,3.406709492281834e-08,1.190208314699864e-11
125.8925411794163,2.290083944700427e-08,1.294310904730174e-11,125.8925411794163,1.515034142585137e-08,1.255117218684296e-11,125.8925411794163,3.406709492281834e-08,1.335435693509611e-11
141.253754462275,2.290083944700427e-08,1.45224072062126e-11,141.253754462275,1.515034142585137e-08,1.408264681545538e-11,141.253754462275,3.406709492281834e-08,1.498383492584548e-11
158.4893192461108,2.290083944700427e-08,1.62944088849833e-11,158.4893192461108,1.515034231402979e-08,1.580098961051584e-11,158.4893192461108,3.406709492281834e-08,1.681213930206967e-11
177.8279410038917,2.290083944700427e-08,1.828262746909209e-11,177.8279410038917,1.515034231402979e-08,1.772900193663064e-11,177.8279410038917,3.406709581099676e-08,1.886353055188513e-11
199.5262314968873,2.290083944700427e-08,2.051344541090527e-11,199.5262314968873,1.515034231402979e-08,1.98922673455798e-11,199.5262314968873,3.406709581099676e-08,2.116522939062199e-11
223.8721138568332,2.290083944700427e-08,2.301646430875808e-11,223.8721138568332,1.515034231402979e-08,2.231949105445776e-11,223.8721138568332,3.406709581099676e-08,2.374777796315374e-11
251.1886431509571,2.290083944700427e-08,2.5824897702133e-11,251.1886431509571,1.515034231402979e-08,2.504288084639656e-11,251.1886431509571,3.406709581099676e-08,2.664544511956884e-11
281.8382931264443,2.290084033518269e-08,2.897601179508348e-11,281.8382931264443,1.515034320220821e-08,2.809857444818448e-11,281.8382931264443,3.406709581099676e-08,2.989668114194216e-11
316.2277660168368,2.290084033518269e-08,3.251161995602699e-11,316.2277660168368,1.515034320220821e-08,3.152711905581005e-11,316.2277660168368,3.406709581099676e-08,3.354462795614812e-11
354.8133892335741,2.290084033518269e-08,3.647863755560802e-11,354.8133892335741,1.515034320220821e-08,3.537400937092778e-11,354.8133892335741,3.406709581099676e-08,3.763769159890833e-11
398.1071705534957,2.290084033518269e-08,4.092970450497676e-11,398.1071705534957,1.515034409038662e-08,3.969029128763979e-11,398.1071705534957,3.406709669917518e-08,4.223018453635165e-11
446.6835921509614,2.290084122336111e-08,4.592388375516542e-11,446.6835921509614,1.515034409038662e-08,4.453323924011782e-11,446.6835921509614,3.406709669917518e-08,4.738304635724726e-11
501.1872336272703,2.290084211153953e-08,5.152744502619327e-11,501.1872336272703,1.515034497856504e-08,4.996711619901131e-11,501.1872336272703,3.406709669917518e-08,5.316465240404874e-11
562.3413251903468,2.290084211153953e-08,5.781474416546459e-11,562.3413251903468,1.515034497856504e-08,5.606402640126768e-11,562.3413251903468,3.40670975873536e-08,5.965172107175859e-11
630.9573444801906,2.290084299971795e-08,6.48692098039481e-11,630.9573444801906,1.515034675492188e-08,6.290487212848031e-11,630.9573444801906,3.406709847553202e-08,6.693033181387155e-11
707.9457843841349,2.290084388789637e-08,7.278445040237709e-11,707.9457843841349,1.51503476431003e-08,7.058042722950281e-11,707.9457843841349,3.406709936371044e-08,7.509706736365063e-11
794.328234724278,2.290084566425321e-08,8.166549637717438e-11,794.328234724278,1.515034941945714e-08,7.919254163214051e-11,794.328234724278,3.406710025188886e-08,8.426029532722589e-11
891.2509381337416,2.290084744061005e-08,9.163019378818111e-11,891.2509381337416,1.515035119581398e-08,8.885549282680118e-11,891.2509381337416,3.40671020282457e-08,9.454160615434519e-11
999.9999999999955,2.290084921696689e-08,1.028107680813275e-10,999.9999999999955,1.515035386034924e-08,9.969750225510842e-11,999.9999999999955,3.406710380460254e-08,1.060774265675903e-10
1122.018454301958,2.290085188150215e-08,1.153555786358056e-10,1122.018454301958,1.51503565248845e-08,1.118624367245211e-10,1122.018454301958,3.40671064691378e-08,1.190208298590208e-10
1258.925411794161,2.290085543421583e-08,1.294310873970188e-10,1258.925411794161,1.51503609657766e-08,1.255117174249737e-10,1258.925411794161,3.406710913367306e-08,1.335435670754119e-10
1412.537544622747,2.290085987510793e-08,1.452240677171625e-10,1412.537544622747,1.51503654066687e-08,1.408264618780057e-10,1412.537544622747,3.406711268638674e-08,1.498383460441561e-10
1584.893192461106,2.290086431600002e-08,1.629440827124093e-10,1584.893192461106,1.515037162391764e-08,1.580098872392988e-10,1584.893192461106,3.406711801545725e-08,1.681213884803793e-10
1778.279410038914,2.290087142142738e-08,1.828262660215796e-10,1778.279410038914,1.515037872934499e-08,1.772900068429472e-10,1778.279410038914,3.406712334452777e-08,1.886352991054826e-10
1995.262314968869,2.290087941503316e-08,2.05134441863283e-10,1995.262314968869,1.515038849930761e-08,1.989226557660836e-10,1995.262314968869,3.406713133813355e-08,2.11652284847096e-10
2238.721138568328,2.29008900731742e-08,2.301646257899719e-10,2238.721138568328,1.515040093380549e-08,2.231948855571929e-10,2238.721138568328,3.406714021991775e-08,2.374777668351851e-10
2511.886431509567,2.290090339585049e-08,2.582489525878087e-10,2511.886431509567,1.515041603283862e-08,2.504287731683483e-10,2511.886431509567,3.40671517662372e-08,2.66454433120361e-10
2818.382931264438,2.290091938306205e-08,2.897600834375702e-10,2818.382931264438,1.515043557276385e-08,2.809856946254634e-10,2818.382931264438,3.406716686527034e-08,2.989667858873438e-10
3162.277660168362,2.290094069934412e-08,3.251161508089905e-10,3162.277660168362,1.515045955358119e-08,3.152711201340956e-10,3162.277660168362,3.406718551701715e-08,3.354462434964641e-10
3548.133892335735,2.290096645651829e-08,3.647863066930721e-10,3548.133892335735,1.515048975164746e-08,3.537399942327364e-10,3548.133892335735,3.406720860965606e-08,3.763768650458949e-10
3981.07170553495,2.290100020729824e-08,4.092969477781908e-10,3981.07170553495,1.51505279433195e-08,3.969027723620655e-10,3981.07170553495,3.406723791954391e-08,4.223017734043544e-10
4466.835921509605,2.290104195168396e-08,4.592387001519137e-10,4466.835921509605,1.515057590495417e-08,4.453321939194385e-10,4466.835921509605,3.406727522303754e-08,4.738303619274615e-10
5011.872336272693,2.290109435421073e-08,5.152742561796649e-10,5011.872336272693,1.515063718926513e-08,4.996708816272575e-10,5011.872336272693,3.406732229649378e-08,5.316463804631053e-10
5623.413251903457,2.290116007941378e-08,5.781471675061984e-10,5623.413251903457,1.515071357260922e-08,5.606398679897131e-10,5623.413251903457,3.406738091626949e-08,5.965170079091653e-10
6309.573444801895,2.290124268000682e-08,6.486917107945823e-10,6309.573444801895,1.515080949587855e-08,6.290481618876683e-10,6309.573444801895,3.406745463507832e-08,6.693030316590252e-10
7079.457843841336,2.290134748506034e-08,7.278439570189207e-10,7079.457843841336,1.515093117632205e-08,7.05803482117171e-10,7079.457843841336,3.406754789381239e-08,7.509702689747736e-10
7943.282347242766,2.290147893546646e-08,8.166541911091362e-10,7943.282347242766,1.515108305483182e-08,7.9192430016858e-10,7943.282347242766,3.406766513336379e-08,8.426023816741925e-10
8912.509381337401,2.290164413665252e-08,9.163008464695839e-10,8912.509381337401,1.515127490137047e-08,8.885533516640314e-10,8912.509381337401,3.406781257098146e-08,9.454152541418486e-10
9999.999999999938,2.290185374675957e-08,1.028106139155853e-09,9999.999999999938,1.515151737407905e-08,9.969727955436469e-10,9999.999999999938,3.40679990884496e-08,1.060773125193353e-09
11220.18454301956,2.290211575939338e-08,1.153553608713293e-09,11220.18454301956,1.515182201927701e-08,1.118621221520179e-09,11220.18454301956,3.406823267937398e-08,1.190206687618875e-09
12589.25411794159,2.290244616176551e-08,1.294307797970827e-09,12589.25411794159,1.515220393599748e-08,1.255112730804393e-09,12589.25411794159,3.406852755460932e-08,1.335433395200543e-09
14125.37544622745,2.290286271744435e-08,1.45223633218688e-09,14125.37544622745,1.515268710505779e-08,1.408258342260707e-09,14125.37544622745,3.406889792501033e-08,1.498380246118518e-09
15848.93192461103,2.290338674271197e-08,1.629434689689781e-09,15848.93192461103,1.515329373091845e-08,1.580090006556784e-09,15848.93192461103,3.40693651068591e-08,1.681209344439625e-09
17782.79410038911,2.290404577109939e-08,1.828253990851247e-09,17782.79410038911,1.515405845253781e-08,1.772887545150089e-09,17782.79410038911,3.406995308097294e-08,1.886346577645867e-09
19952.62314968866,2.290487621792181e-08,2.051332172879437e-09,19952.62314968866,1.515502034976635e-08,1.989208868082116e-09,19952.62314968866,3.407069293359655e-08,2.116513789307054e-09
22387.21138568325,2.290592071574338e-08,2.301628960362304e-09,22387.21138568325,1.515623182513082e-08,2.23192386848125e-09,22387.21138568325,3.407162463275881e-08,2.374764871956088e-09
25118.86431509563,2.290723699616137e-08,2.582465092471601e-09,25118.86431509563,1.515775682747744e-08,2.504252436635458e-09,25118.86431509563,3.407279702827282e-08,2.664526255854138e-09
28183.82931264435,2.290889433709253e-08,2.897566321450455e-09,28183.82931264435,1.515967706922083e-08,2.809807090978002e-09,28183.82931264435,3.407427406898478e-08,2.989642326869189e-09
31622.77660168357,2.291097889184357e-08,3.251112757489901e-09,31622.77660168357,1.516209380270084e-08,3.152640779488601e-09,31622.77660168357,3.407613213823879e-08,3.354426370141644e-09
35481.3389233573,2.29136043472522e-08,3.647794205333722e-09,35481.3389233573,1.516513759014515e-08,3.537300469719698e-09,35481.3389233573,3.40784724883747e-08,3.763717707726127e-09
39810.71705534944,2.291690925915191e-08,4.092872209011601e-09,39810.71705534944,1.51689674154909e-08,3.968887216467683e-09,39810.71705534944,3.408141768801443e-08,4.222945775911621e-09
44668.35921509599,2.29210703750482e-08,4.592249607002877e-09,44668.35921509599,1.517378933613145e-08,4.45312347069857e-09,44668.35921509599,3.408512672109509e-08,4.738201976339719e-09
50118.72336272686,2.292630885136759e-08,5.152548489185115e-09,50118.72336272686,1.517986092380852e-08,4.996428477303428e-09,50118.72336272686,3.408979498686904e-08,5.316320231409174e-09
56234.13251903449,2.293290268795545e-08,5.781197544546669e-09,56234.13251903449,1.518750281093162e-08,5.606002700039346e-09,56234.13251903449,3.409567206347219e-08,5.964967278765055e-09
63095.73444801885,2.294120449164438e-08,6.486529895830524e-09,63095.73444801885,1.519712355957381e-08,6.289922299431968e-09,63095.73444801885,3.410307147788672e-08,6.692743857413319e-09
70794.57843841326,2.295165391075216e-08,7.277892632090294e-09,70794.57843841326,1.520923387232642e-08,7.057244791841416e-09,70794.57843841326,3.411238580497411e-08,7.509298062135796e-09
79432.82347242754,2.296480960950475e-08,8.165769364379516e-09,79432.82347242754,1.522447945490057e-08,7.918127109122322e-09,79432.82347242754,3.412411153647099e-08,8.425452277200607e-09
89125.09381337385,2.298136969614006e-08,9.161917255899567e-09,89125.09381337385,1.524366943783662e-08,8.883957371500677e-09,89125.09381337385,3.413887306180641e-08,9.4533452420853e-09
99999.9999999992,2.300221702000727e-08,1.027952009353575e-08,99999.9999999992,1.526782611449562e-08,9.967501760666264e-09,99999.9999999992,3.415745464252495e-08,1.060659094976831e-08
112201.8454301954,2.302845825141731e-08,1.153335908021423e-08,112201.8454301954,1.529823201451563e-08,1.118306793262095e-08,112201.8454301954,3.41808465975646e-08,1.190045622510627e-08
125892.5411794157,2.306148960684595e-08,1.294000311457661e-08,125892.5411794157,1.533650184626367e-08,1.254668642656409e-08,125892.5411794157,3.421029237671291e-08,1.335205896840213e-08
141253.7544622743,2.310306612685054e-08,1.451802038406669e-08,141253.7544622743,1.538466776196401e-08,1.407631146259148e-08,141253.7544622743,3.424735783852384e-08,1.498058917780846e-08
158489.31924611,2.315539759933927e-08,1.628821308854922e-08,158489.31924611,1.544528505093012e-08,1.579204237875796e-08,158489.31924611,3.429401385091069e-08,1.680755494618719e-08
177827.9410038908,2.322126047005213e-08,1.827387701485e-08,177827.9410038908,1.552156536632765e-08,1.771636664368246e-08,177827.9410038908,3.435273843166442e-08,1.885705566085831e-08
199526.2314968862,2.330414705653538e-08,2.05010874509608e-08,199526.2314968862,1.56175445908957e-08,1.987442486575719e-08,199526.2314968862,3.442665086339503e-08,2.115608458026545e-08
223872.113856832,2.340845028925287e-08,2.299901246458273e-08,223872.113856832,1.573829422341078e-08,2.229429738248657e-08,223872.113856832,3.451967423018232e-08,2.373486273644723e-08
251188.6431509558,2.353968842072618e-08,2.580025385086166e-08,251188.6431509558,1.589017806225002e-08,2.500731071821383e-08,251188.6431509558,3.463673792225563e-08,2.662720572004471e-08
281838.2931264429,2.370479368352107e-08,2.894121481700864e-08,281838.2931264429,1.608118527229863e-08,2.804836029178202e-08,281838.2931264429,3.478404320134132e-08,2.98709241358264e-08
316227.7660168351,2.391246756161536e-08,3.246249170420225e-08,316227.7660168351,1.632132384798979e-08,3.145624292344793e-08,316227.7660168351,3.49693776158233e-08,3.350825735695476e-08
354813.3892335723,2.417362932050082e-08,3.640928430588682e-08,354813.3892335723,1.662312953953915e-08,3.527398870387081e-08,354813.3892335723,3.520252445099459e-08,3.758633833165224e-08
398107.1705534937,2.450195957237611e-08,4.083181546721714e-08,398107.1705534937,1.700226981427022e-08,3.954917608566106e-08,398107.1705534937,3.549576099715068e-08,4.215768444061646e-08
446683.5921509591,2.491458861442197e-08,4.578574501017888e-08,446683.5921509591,1.747830147280638e-08,4.433420621897918e-08,446683.5921509591,3.586448382719709e-08,4.728070531494488e-08
501187.2336272677,2.543292865198055e-08,5.133255520833629e-08,501187.2336272677,1.807557303834528e-08,4.968650184081394e-08,501187.2336272677,3.632798151187444e-08,5.302021269665126e-08
562341.3251903439,2.608369786827325e-08,5.753987412009482e-08,562341.3251903439,1.882431543975827e-08,5.566858173204743e-08,562341.3251903439,3.691039029973808e-08,5.944790907468115e-08
630957.3444801874,2.690015499240417e-08,6.448168833349248e-08,630957.3444801874,1.97619254294068e-08,6.234794316546672e-08,630957.3444801874,3.764186029542316e-08,6.664282027299827e-08
707945.7843841313,2.792358255732097e-08,7.223837696549268e-08,707945.7843841313,2.093445239381708e-08,6.97966614070383e-08,707945.7843841313,3.855998098600821e-08,7.469162123807545e-08
794328.234724274,2.920502950587434e-08,8.089647326685148e-08,794328.234724274,2.23982699054659e-08,7.80905874106972e-08,794328.234724274,3.971149808990049e-08,8.368878280296822e-08
891250.9381337371,3.080732824400911e-08,9.054802819141307e-08,891250.9381337371,2.422187428408051e-08,8.730799387944281e-08,891250.9381337371,4.11543554790228e-08,9.373643892614368e-08
999999.9999999905,3.280734972577193e-08,1.012894123425926e-07,999999.9999999905,2.64877151323617e-08,9.752749027466269e-08,999999.9999999905,4.296008615511937e-08,1.049438376781993e-07
1122018.454301953,3.529843528582433e-08,1.13219350957253e-07,1122018.454301953,2.929382780791912e-08,1.088250076169279e-07,1122018.454301953,4.521654961564536e-08,1.17426194649038e-07
1258925.411794155,3.839282580742065e-08,1.264359473806878e-07,1258925.411794155,3.275497295618379e-08,1.21269659809328e-07,1258925.411794155,4.803094899585858e-08,1.313027157891421e-07
1412537.54462274,4.222382088414633e-08,1.410324259615863e-07,1412537.54462274,3.700275819085164e-08,1.349183447254796e-07,1412537.54462274,5.153300897120516e-08,1.466935026267561e-07
1584893.192461098,4.694721411624414e-08,1.570913373895151e-07,1584893.192461098,4.218409621614683e-08,1.498090912704937e-07,1584893.192461098,5.587803642015388e-08,1.637150066293577e-07
1778279.410038905,5.274130909782571e-08,1.746770530456262e-07,1778279.410038905,4.845708989620334e-08,1.659534321913297e-07,1778279.410038905,6.124944640362173e-08,1.824736816188325e-07
1995262.31496886,5.98045906130551e-08,1.938265792690635e-07,1995262.31496886,5.598336105805402e-08,1.833285271470388e-07,1995262.31496886,6.786003048375733e-08,2.030575275850565e-07
2238721.138568317,6.834985288861617e-08,2.145391069565418e-07,2238721.138568317,6.491594106705634e-08,2.018703862258489e-07,2238721.138568317,7.595098594492811e-08,2.255253782680331e-07
2511886.431509554,7.859344641758526e-08,2.367653293862158e-07,2511886.431509554,7.538220714309318e-08,2.214702844044078e-07,2511886.431509554,8.578734700392943e-08,2.498941287920767e-07
2818382.931264425,9.073847806462254e-08,2.603984183682071e-07,2818382.931264425,8.746237956103187e-08,2.419771138077328e-07,2818382.931264425,9.764818820201526e-08,2.761247054935112e-07
3162277.660168346,1.049513702611193e-07,2.852695448637498e-07,3162277.660168346,1.011655861304916e-07,2.632086286347129e-07,3162277.660168346,1.118098715835458e-07,3.041085017046045e-07
3548133.892335718,1.213326230598e-07,3.1115167930872e-07,3548133.892335718,1.164074125981074e-07,2.849738246572738e-07,3548133.892335718,1.285210489143651e-07,3.336572066331696e-07
